web_name,first_name,second_name,team,position,total_points,points_per_game,price,price_level,goals_scored,assists,ict_index,selected_by_percent,minutes,bonus,clean_sheets,clean_sheets_per_90,creativity,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,goals_conceded,goals_conceded_per_90,influence,own_goals,penalties_missed,penalties_order,penalties_saved,red_cards,saves,saves_per_90,selected_rank,starts,starts_per_90,threat,value_form,value_season,yellow_cards,goal_involvements
Dervişoğlu,Halil,Dervişoğlu,BRE,Forward,4.0,4.0,4.5,Budget,0.0,1.0,1.0,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.45,0.03,0.1,1.5,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,10.0,0.0,0.9,0.0,1.0
Damsgaard,Mikkel,Damsgaard,BRE,Midfielder,33.0,1.3,5.0,Budget,0.0,0.0,44.5,0.1,970.0,0.0,3.0,0.28,161.0,1.32,0.12,3.63,0.33,2.31,14.89,1.38,0.21,14.0,1.3,137.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,9.0,0.84,146.0,0.3,6.6,4.0,0.0
Zanka,Mathias,Jorgensen,BRE,Defender,45.0,2.5,3.9,Budget,0.0,1.0,25.6,0.9,1097.0,4.0,4.0,0.33,18.2,0.15,0.01,1.48,0.12,1.33,19.73,1.62,0.11,15.0,1.23,189.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,11.0,0.9,45.0,0.5,11.5,2.0,1.0
Trevitt,Ryan,Trevitt,BRE,Midfielder,0.0,0.0,4.4,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cox,Matthew,Cox,BRE,Goalkeeper,0.0,0.0,3.9,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crama,Tristan,Crama,BRE,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yarmolyuk,Yegor,Yarmolyuk,BRE,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schade,Kevin,Schade,BRE,Midfielder,29.0,1.6,4.9,Budget,0.0,1.0,38.7,0.0,723.0,0.0,3.0,0.37,110.4,0.67,0.08,2.74,0.34,2.07,7.18,0.89,0.26,7.0,0.87,72.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,7.0,0.87,205.0,0.4,5.9,2.0,1.0
Olakigbe,Michael,Olakigbe,BRE,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lallana,Adam,Lallana,BHA,Midfielder,47.0,2.9,4.8,Budget,2.0,1.0,48.5,0.1,717.0,4.0,5.0,0.63,186.7,1.22,0.15,2.1,0.26,0.88,10.59,1.33,0.11,10.0,1.26,144.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,12.0,1.51,152.0,0.0,9.8,0.0,3.0
Steele,Jason,Steele,BHA,Goalkeeper,65.0,4.3,4.0,Budget,0.0,1.0,36.1,6.0,1350.0,8.0,6.0,0.4,13.0,0.15,0.01,0.15,0.01,0.0,23.46,1.56,0.0,23.0,1.53,347.6,1.0,0.0,0.0,1.0,0.0,37.0,2.47,66.0,15.0,1.0,0.0,0.8,16.2,1.0,1.0
Welbeck,Danny,Welbeck,BHA,Forward,91.0,2.9,6.5,Mid,6.0,5.0,155.4,2.1,1844.0,5.0,6.0,0.29,390.6,1.65,0.08,10.24,0.5,8.59,26.45,1.29,0.42,28.0,1.37,378.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,131.0,21.0,1.02,782.0,0.4,14.0,0.0,11.0
Groß,Pascal,Groß,BHA,Midfielder,159.0,4.3,5.4,Budget,9.0,8.0,268.6,11.0,3240.0,14.0,11.0,0.31,1215.4,8.93,0.25,14.12,0.39,5.19,48.43,1.35,0.14,51.0,1.42,888.4,1.0,0.0,2.0,0.0,0.0,0.0,0.0,41.0,37.0,1.03,578.0,0.9,29.4,7.0,17.0
Dunk,Lewis,Dunk,BHA,Defender,112.0,3.1,4.8,Mid,1.0,1.0,102.4,8.2,3240.0,7.0,12.0,0.33,163.6,0.9,0.02,2.57,0.07,1.67,46.43,1.29,0.05,50.0,1.39,661.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,36.0,1.0,198.0,0.5,23.3,4.0,2.0
March,Solly,March,BHA,Midfielder,147.0,4.5,5.2,Budget,6.0,10.0,271.4,4.4,2719.0,16.0,10.0,0.33,965.8,5.9,0.2,12.91,0.43,7.01,37.58,1.24,0.23,40.0,1.32,791.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,31.0,1.03,955.0,0.1,28.3,2.0,16.0
Webster,Adam,Webster,BHA,Defender,75.0,2.8,4.5,Budget,0.0,0.0,58.4,0.5,1983.0,3.0,9.0,0.41,104.0,0.45,0.02,2.17,0.1,1.72,25.8,1.17,0.08,27.0,1.23,354.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,23.0,1.04,126.0,0.3,16.7,2.0,0.0
Veltman,Joël,Veltman,BHA,Defender,95.0,3.1,4.6,Mid,1.0,1.0,77.2,2.4,2183.0,6.0,10.0,0.41,200.8,1.02,0.04,2.74,0.11,1.72,27.53,1.13,0.07,29.0,1.2,406.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,25.0,1.03,162.0,0.2,20.7,6.0,2.0
Sánchez,Robert,Sánchez,BHA,Goalkeeper,82.0,3.6,4.4,Mid,0.0,0.0,43.9,7.6,2070.0,10.0,6.0,0.26,0.1,0.01,0.0,0.01,0.0,0.0,27.6,1.2,0.0,30.0,1.3,439.0,0.0,0.0,0.0,1.0,0.0,48.0,2.09,53.0,23.0,1.0,0.0,0.0,18.6,2.0,0.0
Lamptey,Tariq,Lamptey,BHA,Defender,23.0,1.1,4.2,Budget,0.0,0.0,20.6,0.9,439.0,0.0,1.0,0.21,87.2,0.64,0.13,0.84,0.17,0.2,6.37,1.31,0.04,7.0,1.44,70.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,3.0,0.62,48.0,0.0,5.5,1.0,0.0
Alzate,Steven,Alzate,BHA,Midfielder,0.0,0.0,4.4,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mac Allister,Alexis,Mac Allister,BHA,Midfielder,140.0,4.0,5.6,Mid,10.0,2.0,217.8,14.7,2882.0,18.0,10.0,0.31,729.6,4.27,0.13,16.32,0.51,12.05,40.48,1.26,0.38,45.0,1.41,741.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,31.0,0.97,706.0,0.7,25.0,8.0,12.0
Moder,Jakub,Moder,BHA,Midfielder,0.0,0.0,4.4,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mwepu,Enock,Mwepu,BHA,Midfielder,11.0,1.8,5.3,Budget,0.0,1.0,12.2,0.0,209.0,0.0,0.0,0.0,39.0,0.24,0.1,0.46,0.19,0.22,2.77,1.19,0.09,4.0,1.72,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,2.0,0.86,34.0,0.0,2.1,0.0,1.0
Sarmiento,Jeremy,Sarmiento Morante,BHA,Midfielder,16.0,1.8,4.5,Budget,0.0,2.0,12.9,0.0,168.0,0.0,1.0,0.54,38.2,0.27,0.14,0.6,0.32,0.33,2.76,1.48,0.18,2.0,1.07,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,1.0,0.54,50.0,0.0,3.6,1.0,2.0
Caicedo,Moisés,Caicedo Corozo,BHA,Midfielder,79.0,2.1,5.0,Budget,1.0,1.0,146.3,0.4,3138.0,0.0,10.0,0.29,668.6,2.51,0.07,4.18,0.12,1.67,45.9,1.32,0.05,47.0,1.35,582.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,34.0,0.98,210.0,0.4,15.8,10.0,2.0
Richards,Taylor,Richards,BHA,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberts,Haydon,Roberts,BHA,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Undav,Deniz,Undav,BHA,Forward,52.0,2.4,5.0,Budget,5.0,2.0,59.5,0.8,614.0,4.0,2.0,0.29,105.7,1.25,0.18,6.14,0.9,4.89,9.03,1.32,0.72,9.0,1.32,157.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,6.0,0.88,333.0,0.8,10.4,2.0,7.0
Mitoma,Kaoru,Mitoma,BHA,Midfielder,138.0,4.2,5.7,Mid,7.0,9.0,198.9,27.3,2311.0,11.0,8.0,0.31,567.6,4.93,0.19,13.22,0.51,8.29,35.52,1.38,0.32,35.0,1.36,566.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,0.93,857.0,0.5,24.2,0.0,16.0
Enciso,Julio,Enciso,BHA,Forward,57.0,2.9,4.6,Budget,4.0,3.0,78.5,2.4,794.0,7.0,4.0,0.45,161.0,1.18,0.13,5.11,0.58,3.93,14.76,1.67,0.45,12.0,1.36,255.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,7.0,0.79,370.0,0.8,12.4,1.0,7.0
Kozłowski,Kacper,Kozłowski,BHA,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gilmour,Billy,Gilmour,BHA,Midfielder,21.0,1.5,4.2,Budget,0.0,1.0,15.8,0.4,502.0,0.0,2.0,0.36,56.5,0.8,0.14,1.3,0.23,0.5,9.35,1.68,0.09,8.0,1.43,67.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,7.0,1.25,33.0,0.4,5.0,1.0,1.0
Scherpen,Kjell,Scherpen,BHA,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clarke,Matt,Clarke,BHA,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Van Hecke,Jan Paul,van Hecke,BHA,Defender,6.0,0.8,4.0,Budget,0.0,0.0,7.9,0.3,291.0,0.0,0.0,0.0,5.5,0.04,0.01,0.59,0.18,0.55,6.72,2.08,0.17,7.0,2.16,62.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,3.0,0.93,10.0,0.0,1.5,2.0,0.0
Colwill,Levi,Colwill,BHA,Defender,46.0,2.7,4.4,Budget,0.0,2.0,37.4,0.2,1218.0,6.0,3.0,0.22,100.7,0.31,0.02,1.72,0.12,1.41,22.2,1.64,0.1,21.0,1.55,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,13.0,0.96,50.0,0.6,10.5,1.0,2.0
Estupiñán,Pervis,Estupiñán,BHA,Defender,128.0,3.7,5.0,Mid,1.0,7.0,161.3,20.5,2674.0,15.0,10.0,0.34,752.9,3.88,0.13,5.68,0.19,1.8,41.6,1.4,0.06,43.0,1.45,570.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,31.0,1.04,295.0,1.0,25.6,4.0,8.0
Ferguson,Evan,Ferguson,BHA,Forward,65.0,3.4,4.6,Budget,6.0,2.0,76.5,1.7,942.0,8.0,6.0,0.57,129.1,0.54,0.05,5.98,0.57,5.44,13.45,1.29,0.52,12.0,1.15,284.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,10.0,0.96,350.0,0.5,14.1,1.0,8.0
Turns,Ed,Turns,BHA,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moran,Andrew,Moran,BHA,Midfielder,1.0,1.0,4.5,Budget,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,6.71,0.0,1.0,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Furlong,James,Furlong,BHA,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hinshelwood,Jack,Hinshelwood,BHA,Midfielder,1.0,1.0,4.5,Budget,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Buonanotte,Facundo,Buonanotte,BHA,Midfielder,26.0,2.0,4.5,Budget,1.0,1.0,27.8,0.1,558.0,2.0,1.0,0.16,96.1,0.39,0.06,1.69,0.27,1.3,11.93,1.92,0.21,12.0,1.94,87.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,6.0,0.97,102.0,0.3,5.8,2.0,2.0
Ayari,Yasin,Ayari,BHA,Midfielder,3.0,1.0,4.5,Budget,0.0,0.0,3.3,0.0,65.0,0.0,0.0,0.0,25.3,0.3,0.42,0.32,0.45,0.02,1.45,2.01,0.03,2.0,2.77,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,1.0,1.38,3.0,0.0,0.7,0.0,0.0
Offiah,Odeluga,Offiah,BHA,Defender,1.0,0.5,4.0,Budget,0.0,0.0,0.8,0.0,23.0,0.0,0.0,0.0,1.5,0.02,0.08,0.02,0.08,0.0,1.77,6.93,0.0,3.0,11.74,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
McGill,Tom,McGill,BHA,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peupion,Cameron,Peupion,BHA,Midfielder,1.0,1.0,4.5,Budget,0.0,0.0,0.5,0.0,5.0,0.0,0.0,0.0,0.3,0.0,0.0,0.06,1.08,0.06,0.95,17.1,1.08,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0,0.0,0.0,5.0,0.0,0.2,0.0,0.0
Samuels,Imari,Samuels,BHA,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chukwuemeka,Carney,Chukwuemeka,CHE,Midfielder,18.0,1.3,4.2,Budget,0.0,0.0,19.9,0.3,342.0,0.0,1.0,0.26,69.7,0.61,0.16,0.94,0.25,0.33,8.1,2.13,0.09,7.0,1.84,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,2.0,0.53,72.0,0.2,4.3,0.0,0.0
Cucurella,Marc,Cucurella Saseta,CHE,Defender,65.0,2.7,4.9,Mid,0.0,2.0,65.9,5.0,1669.0,1.0,6.0,0.32,232.5,0.96,0.05,1.34,0.07,0.38,26.03,1.4,0.02,20.0,1.08,354.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,21.0,1.13,72.0,0.0,13.3,4.0,2.0
Azpilicueta,César,Azpilicueta,CHE,Defender,45.0,1.8,4.7,Mid,0.0,0.0,55.8,1.2,1521.0,4.0,3.0,0.18,206.7,1.25,0.07,1.6,0.09,0.35,27.38,1.62,0.02,21.0,1.24,259.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,16.0,0.95,93.0,0.2,9.6,3.0,0.0
Thiago Silva,Thiago,Emiliano da Silva,CHE,Defender,80.0,3.0,5.4,High,0.0,2.0,88.0,5.7,2351.0,8.0,6.0,0.23,86.1,1.04,0.04,2.58,0.1,1.54,34.83,1.33,0.06,32.0,1.23,657.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,26.0,1.0,137.0,0.2,14.8,2.0,2.0
Alonso,Marcos,Alonso,CHE,Defender,0.0,0.0,5.3,High,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barkley,Ross,Barkley,CHE,Midfielder,0.0,0.0,4.9,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kovacic,Mateo,Kovacic,CHE,Midfielder,53.0,2.0,4.9,Budget,1.0,2.0,77.5,0.3,1699.0,2.0,4.0,0.21,363.8,2.04,0.11,3.83,0.2,1.79,24.0,1.27,0.09,25.0,1.32,294.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,17.0,0.9,114.0,0.2,10.8,8.0,3.0
Arrizabalaga,Kepa,Arrizabalaga,CHE,Goalkeeper,118.0,4.1,4.5,Mid,0.0,0.0,70.6,6.4,2565.0,15.0,9.0,0.32,0.1,0.0,0.0,0.0,0.0,0.0,38.34,1.35,0.0,33.0,1.16,706.2,0.0,0.0,0.0,0.0,0.0,91.0,3.19,61.0,29.0,1.02,0.0,0.4,26.2,1.0,0.0
Kanté,N'Golo,Kanté,CHE,Midfielder,18.0,2.6,4.8,Budget,0.0,1.0,35.2,1.1,517.0,1.0,2.0,0.35,186.9,0.82,0.14,1.13,0.2,0.32,5.23,0.91,0.06,7.0,1.22,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,6.0,1.04,58.0,0.3,3.8,1.0,1.0
Ziyech,Hakim,Ziyech,CHE,Midfielder,33.0,1.8,5.5,Budget,0.0,3.0,49.0,0.4,649.0,0.0,2.0,0.28,230.9,1.51,0.21,2.16,0.3,0.65,8.8,1.22,0.09,7.0,0.97,155.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,291.0,6.0,0.83,113.0,0.3,6.0,1.0,3.0
Loftus-Cheek,Ruben,Loftus-Cheek,CHE,Midfielder,46.0,1.8,5.0,Budget,0.0,1.0,61.6,0.1,1530.0,1.0,5.0,0.29,234.8,1.75,0.1,2.6,0.15,0.85,27.57,1.62,0.05,23.0,1.35,206.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,19.0,1.12,173.0,0.3,9.2,1.0,1.0
Werner,Timo,Werner,CHE,Forward,0.0,0.0,7.9,High,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenedy,Robert Kenedy,Nunes do Nascimento,CHE,Defender,0.0,0.0,3.9,Budget,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chilwell,Ben,Chilwell,CHE,Defender,70.0,3.0,5.6,Premium,2.0,3.0,84.2,3.1,1402.0,4.0,4.0,0.26,382.6,2.49,0.16,4.06,0.26,1.57,18.25,1.17,0.1,19.0,1.22,283.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,15.0,0.96,178.0,0.1,12.5,3.0,5.0
Pulisic,Christian,Pulisic,CHE,Midfielder,39.0,1.6,5.6,Mid,1.0,1.0,49.1,0.4,805.0,0.0,3.0,0.34,166.7,0.38,0.04,2.05,0.23,1.67,14.13,1.58,0.19,11.0,1.23,117.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,8.0,0.89,210.0,0.1,7.0,1.0,2.0
Chalobah,Trevoh,Chalobah,CHE,Defender,49.0,2.0,4.4,Budget,0.0,0.0,48.7,0.6,1601.0,1.0,5.0,0.28,93.5,0.32,0.02,1.14,0.07,0.82,30.99,1.74,0.05,24.0,1.35,283.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,18.0,1.01,108.0,0.3,11.1,4.0,0.0
Mount,Mason,Mount,CHE,Midfielder,82.0,3.4,7.2,High,3.0,4.0,117.2,3.4,1644.0,8.0,8.0,0.44,463.1,2.81,0.15,4.78,0.26,1.97,23.53,1.29,0.11,21.0,1.15,331.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,97.0,20.0,1.09,376.0,0.0,11.4,4.0,7.0
Sarr,Malang,Sarr,CHE,Defender,0.0,0.0,5.0,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hudson-Odoi,Callum,Hudson-Odoi,CHE,Midfielder,0.0,0.0,5.3,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Havertz,Kai,Havertz,CHE,Forward,102.0,2.9,7.4,High,7.0,1.0,199.3,3.2,2565.0,13.0,9.0,0.32,513.3,2.75,0.1,14.33,0.51,11.58,38.25,1.34,0.41,31.0,1.09,470.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,104.0,30.0,1.05,1012.0,0.2,13.8,5.0,8.0
James,Reece,James,CHE,Defender,44.0,2.8,5.8,Premium,1.0,2.0,80.4,10.7,1242.0,5.0,2.0,0.14,358.2,2.93,0.21,3.99,0.29,1.06,14.11,1.02,0.08,17.0,1.23,292.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,43.0,14.0,1.01,153.0,0.0,7.6,4.0,3.0
Mendy,Edouard,Mendy,CHE,Goalkeeper,24.0,2.4,4.8,High,0.0,0.0,20.2,5.8,855.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,14.24,1.5,0.0,14.0,1.47,200.4,0.0,0.0,0.0,0.0,0.0,25.0,2.63,68.0,9.0,0.95,0.0,0.0,5.0,1.0,0.0
Gallagher,Conor,Gallagher,CHE,Midfielder,66.0,1.9,5.6,Mid,3.0,1.0,104.3,0.7,1608.0,7.0,4.0,0.22,343.5,1.73,0.1,4.28,0.24,2.55,30.95,1.73,0.14,23.0,1.29,379.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,227.0,18.0,1.01,321.0,0.5,11.8,9.0,4.0
Broja,Armando,Broja,CHE,Forward,21.0,1.8,5.2,Budget,1.0,1.0,19.7,0.3,285.0,0.0,1.0,0.32,18.2,0.06,0.02,0.9,0.29,0.84,4.49,1.42,0.27,5.0,1.58,64.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,2.0,0.63,113.0,0.0,4.0,0.0,2.0
Ampadu,Ethan,Ampadu,CHE,Defender,0.0,0.0,4.4,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W.Fofana,Wesley,Fofana,CHE,Defender,37.0,2.2,4.3,Budget,1.0,0.0,43.8,1.0,1362.0,4.0,2.0,0.13,59.0,0.29,0.02,1.03,0.07,0.74,22.96,1.52,0.05,24.0,1.59,289.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,14.0,0.93,86.0,0.2,8.6,4.0,1.0
Sterling,Raheem,Sterling,CHE,Midfielder,101.0,3.6,9.7,Premium,6.0,4.0,146.8,3.4,1886.0,9.0,5.0,0.24,479.8,3.22,0.15,9.43,0.45,6.21,27.83,1.33,0.3,27.0,1.29,388.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,23.0,1.1,603.0,0.5,10.4,4.0,10.0
